"Contributor","Total","PACs","Individuals","Senator"
"Rodeo Realty","$500","$0","$500","Lucie Volotzky"
"Crawford Group","$40600","$0","$40600","Ann L Wagner"
"Hunter Engineering","$23200","$0","$23200","Ann L Wagner"
"Ameren Corp","$22750","$10000","$12750","Ann L Wagner"
"Stifel Financial","$22750","$0","$22750","Ann L Wagner"
"Wells Fargo","$22700","$10000","$12700","Ann L Wagner"
"Husch Blackwell LLP","$22600","$5000","$17600","Ann L Wagner"
"Rock Holdings","$22300","$6500","$15800","Ann L Wagner"
"Cigna Corp","$21600","$10000","$11600","Ann L Wagner"
"KKR & Co","$21300","$0","$21300","Ann L Wagner"
"Northwestern Mutual","$21000","$6000","$15000","Ann L Wagner"
"American Israel Public Affairs Cmte","$25000","$10000","$15000","Tim Walberg"
"Haworth Inc","$23200","$0","$23200","Tim Walberg"
"Rdv Corp","$23200","$0","$23200","Tim Walberg"
"Edward C Levy Co","$17400","$0","$17400","Tim Walberg"
"Brazeway Inc","$16600","$0","$16600","Tim Walberg"
"Ervin Industries","$13600","$0","$13600","Tim Walberg"
"Amway/Alticor Inc","$12800","$7000","$5800","Tim Walberg"
"Corrigan Oil","$11600","$0","$11600","Tim Walberg"
"Fritz Enterprises","$11600","$0","$11600","Tim Walberg"
"McKinley Inc","$11600","$0","$11600","Tim Walberg"
"Trader Joe'S","$300","$0","$300","Kimberly Walker"
"Trans Regional Marketing","$100","$0","$100","Kimberly Walker"
"American Israel Public Affairs Cmte","$29400","$7900","$21500","Jackie Walorski"
"American United Life Insurance","$28200","$5000","$23200","Jackie Walorski"
"Grand Design Rv","$26100","$0","$26100","Jackie Walorski"
"Smoker Craft","$24500","$0","$24500","Jackie Walorski"
"Maple Leaf Farms","$24400","$0","$24400","Jackie Walorski"
"Sterling Group (Indiana)","$18100","$0","$18100","Jackie Walorski"
"Northwestern Mutual","$17500","$10000","$7500","Jackie Walorski"
"Hoosier Racing Tire","$17400","$0","$17400","Jackie Walorski"
"People Link","$17400","$0","$17400","Jackie Walorski"
"Berkshire Hathaway","$14850","$0","$14850","Jackie Walorski"
"Total Military Management","$21600","$0","$21600","Michael Waltz"
"General Dynamics","$15400","$8500","$6900","Michael Waltz"
"Brown & Brown Insurance","$11600","$0","$11600","Michael Waltz"
"Goldcoast Logistics Group","$11600","$0","$11600","Michael Waltz"
"Gula Tech Adventures","$11600","$0","$11600","Michael Waltz"
"ICI Homes","$11600","$0","$11600","Michael Waltz"
"NASCAR","$10800","$5000","$5800","Michael Waltz"
"Sierra Nevada Corp","$10800","$5000","$5800","Michael Waltz"
"Amentum Services","$10500","$10000","$500","Michael Waltz"
"Amazon.com","$10000","$10000","$0","Michael Waltz"
"House Freedom Fund","$31275","$10000","$21275","Casey Wardynski"
"Kykenkee Inc","$23200","$0","$23200","Casey Wardynski"
"McKinney Capital","$17400","$0","$17400","Casey Wardynski"
"Hammer Lgc","$11600","$0","$11600","Casey Wardynski"
"Mike Schmitz Automotive Group","$11600","$0","$11600","Casey Wardynski"
"Regenesis","$11600","$0","$11600","Casey Wardynski"
"Bailey-Harris Construction","$8700","$0","$8700","Casey Wardynski"
"Trideum Corp","$8300","$0","$8300","Casey Wardynski"
"University of Alabama","$7300","$0","$7300","Casey Wardynski"
"Monte Sano Research","$6305","$0","$6305","Casey Wardynski"
"Alphabet Inc","$302756","$0","$302756","Raphael Warnock"
"University of California","$283753","$0","$283753","Raphael Warnock"
"J Street","$169083","$0","$169083","Raphael Warnock"
"Emory University","$128596","$0","$128596","Raphael Warnock"
"Microsoft Corp","$125471","$0","$125471","Raphael Warnock"
"Apple Inc","$102508","$0","$102508","Raphael Warnock"
"Stanford University","$98719","$0","$98719","Raphael Warnock"
"Democracy Engine","$95955","$0","$95955","Raphael Warnock"
"Kaiser Permanente","$91419","$0","$91419","Raphael Warnock"
"US Government","$89171","$0","$89171","Raphael Warnock"
"Uline Inc","$5800","$0","$5800","Allen Waters"
"New Horizons Communications","$500","$0","$500","Allen Waters"
"United for Liberty PAC","$500","$500","$0","Allen Waters"
"Fighting for New England PAC","$250","$250","$0","Allen Waters"
"Lerah Lee for Congress","$250","$250","$0","Allen Waters"
"Rhode Island Hospital","$100","$0","$100","Allen Waters"
"Commercial Refrigeration","$30","$0","$30","Allen Waters"
"McDonalds Francise Owner","$53400","$0","$53400","Maxine Waters"
"Apollo Global Management","$28100","$0","$28100","Maxine Waters"
"Sv Angel LLC","$11600","$0","$11600","Maxine Waters"
"Masimo Corp","$10800","$0","$10800","Maxine Waters"
"Rock Holdings","$10400","$7500","$2900","Maxine Waters"
"AFLAC Inc","$10000","$10000","$0","Maxine Waters"
"American Council of Life Insurers","$10000","$10000","$0","Maxine Waters"
"American Federation of Teachers","$10000","$10000","$0","Maxine Waters"
"Appraisal Institute","$10000","$10000","$0","Maxine Waters"
"Cboe Global Markets","$10000","$10000","$0","Maxine Waters"
"University of North Carolina","$5270","$0","$5270","Richard Watkins"
"Ariel Investments","$3400","$0","$3400","Richard Watkins"
"Christian Methodist Episcopal Church","$2600","$0","$2600","Richard Watkins"
"Royal Realty (New York)","$2500","$0","$2500","Richard Watkins"
"Eno Ventures","$2015","$0","$2015","Richard Watkins"
"Ntt Ltd","$1500","$0","$1500","Richard Watkins"
"Umbwha","$1500","$0","$1500","Richard Watkins"
"Archer Gray","$1000","$0","$1000","Richard Watkins"
"Capitol Broadcasting","$1000","$0","$1000","Richard Watkins"
"Harvard University","$1000","$0","$1000","Richard Watkins"
"American Israel Public Affairs Cmte","$30000","$5000","$25000","Randy Weber"
"House Freedom Fund","$21600","$10000","$11600","Randy Weber"
"McCorvey Sheet Metal Works","$11600","$0","$11600","Randy Weber"
"Sullivan Interests","$11600","$0","$11600","Randy Weber"
"Trans-Global Solutions","$11600","$0","$11600","Randy Weber"
"Eye of the Tiger PAC","$10000","$10000","$0","Randy Weber"
"Majority Cmte PAC","$10000","$10000","$0","Randy Weber"
"Texas Farm Bureau","$9615","$9615","$0","Randy Weber"
"Teichman Group","$8700","$0","$8700","Randy Weber"
"Bastion Technologies","$7700","$0","$7700","Randy Weber"
"Frontline Homeowners Insurance","$19400","$0","$19400","Daniel Webster"
"US Sugar","$12500","$7500","$5000","Daniel Webster"
"Air Products & Chemicals Inc","$11600","$0","$11600","Daniel Webster"
"Fun Spot America","$11600","$0","$11600","Daniel Webster"
"Lee Properties","$11600","$0","$11600","Daniel Webster"
"Phoenix American Insurance Group","$11200","$0","$11200","Daniel Webster"
"The Villages","$11200","$0","$11200","Daniel Webster"
"American Israel Public Affairs Cmte","$10000","$10000","$0","Daniel Webster"
"Eye of the Tiger PAC","$10000","$10000","$0","Daniel Webster"
"Majority Cmte PAC","$10000","$10000","$0","Daniel Webster"
"Big Develop Media & Marketing","$1250","$0","$1250","Joshua Weil"
"Accenture","$1000","$0","$1000","Joshua Weil"
"Cromulence LLC","$1000","$0","$1000","Joshua Weil"
"Milk Tea Care","$999","$0","$999","Joshua Weil"
"Volusia County School District","$621","$0","$621","Joshua Weil"
"University of Florida","$600","$0","$600","Joshua Weil"
"A&S Consulting Solutions","$500","$0","$500","Joshua Weil"
"Oracle Corp","$500","$0","$500","Joshua Weil"
"Travel & Leisure Co","$400","$0","$400","Joshua Weil"
"Florida Cancer Specialists","$250","$0","$250","Joshua Weil"
"J Street","$70466","$3043","$67423","Peter Welch"
"Democracy Engine","$20150","$0","$20150","Peter Welch"
"Berkshire Group","$17400","$0","$17400","Peter Welch"
"Comcast Corp","$14600","$0","$14600","Peter Welch"
"National Education Assn","$13800","$10000","$3800","Peter Welch"
"Akin, Gump et al","$13300","$2500","$10800","Peter Welch"
"Plymouth Rock Co","$12600","$0","$12600","Peter Welch"
"Katsky Korins Llp","$11600","$0","$11600","Peter Welch"
"Maple Syrup Producer/Private Investor","$11600","$0","$11600","Peter Welch"
"One Better Ventures","$11600","$0","$11600","Peter Welch"
"Epps Aviation","$2900","$0","$2900","Eric Welsh"
"MetroAtlanta Ambulance Service","$2900","$0","$2900","Eric Welsh"
"Ackerman & Co","$1000","$0","$1000","Eric Welsh"
"Meruelo Media","$1000","$0","$1000","Eric Welsh"
"Phillips Group","$1000","$0","$1000","Eric Welsh"
"Bbi","$500","$0","$500","Eric Welsh"
"Coca-Cola Co","$500","$0","$500","Eric Welsh"
"Young Squared Studios","$500","$0","$500","Eric Welsh"
"Capgemini SE","$251","$0","$251","Eric Welsh"
"Bg Logistics & Consulting","$250","$0","$250","Eric Welsh"
"American Financial Group","$29300","$0","$29300","Brad Wenstrup"
"Wellington Orthopaedics","$17400","$0","$17400","Brad Wenstrup"
"Keating, Muething & Klekamp","$13975","$0","$13975","Brad Wenstrup"
"Select Medical Holdings","$13400","$10000","$3400","Brad Wenstrup"
"UBS AG","$12900","$10000","$2900","Brad Wenstrup"
"Hunt Development","$11600","$0","$11600","Brad Wenstrup"
"American Academy of Ophthalmology","$10000","$10000","$0","Brad Wenstrup"
"American Bankers Assn","$10000","$10000","$0","Brad Wenstrup"
"American College of Emergency Physicians","$10000","$10000","$0","Brad Wenstrup"
"American Dental Assn","$10000","$10000","$0","Brad Wenstrup"
"American Israel Public Affairs Cmte","$22903","$7900","$15003","Bruce Westerman"
"Murphy Oil","$21450","$5000","$16450","Bruce Westerman"
"James Foundation","$11600","$0","$11600","Bruce Westerman"
"Ryan LLC","$11200","$2500","$8700","Bruce Westerman"
"PotlatchDeltic Corp","$11000","$10000","$1000","Bruce Westerman"
"Weyerhaeuser Co","$11000","$10000","$1000","Bruce Westerman"
"American Crystal Sugar","$10000","$10000","$0","Bruce Westerman"
"American Sportfishing Assn","$10000","$10000","$0","Bruce Westerman"
"Center for Sportfishing Policy","$10000","$10000","$0","Bruce Westerman"
"Exxon Mobil","$10000","$10000","$0","Bruce Westerman"
"Democracy Engine","$33400","$0","$33400","Jennifer Wexton"
"J Street","$25367","$4000","$21367","Jennifer Wexton"
"EMILY's List","$22550","$10000","$12550","Jennifer Wexton"
"Frontline USA","$18700","$7500","$11200","Jennifer Wexton"
"General Dynamics","$18000","$5000","$13000","Jennifer Wexton"
"Pragmatics Inc","$14500","$0","$14500","Jennifer Wexton"
"Jones Day","$14100","$0","$14100","Jennifer Wexton"
"Akin, Gump et al","$12799","$1000","$11799","Jennifer Wexton"
"Amazon.com","$12740","$4000","$8740","Jennifer Wexton"
"Dag Ventures","$11600","$0","$11600","Jennifer Wexton"
"Contract Employee","$800","$0","$800","Philanise White"
"2u","$868","$0","$868","Daniel Whitfield"
"Transplace","$520","$0","$520","Daniel Whitfield"
"Hannover House","$500","$0","$500","Daniel Whitfield"
"Pls","$300","$0","$300","Daniel Whitfield"
"Arkansas Methodist Medical Center","$293","$0","$293","Daniel Whitfield"
"Bentonville Public Schools","$50","$0","$50","Daniel Whitfield"
"Democracy Engine","$122229","$0","$122229","Susan Wild"
"EMILY's List","$56010","$10000","$46010","Susan Wild"
"University of Pennsylvania","$39578","$0","$39578","Susan Wild"
"Frontline USA","$35635","$5000","$30635","Susan Wild"
"American Israel Public Affairs Cmte","$30086","$0","$30086","Susan Wild"
"Digidems PAC","$25600","$0","$25600","Susan Wild"
"Lehigh University","$25115","$0","$25115","Susan Wild"
"Comcast Corp","$21000","$0","$21000","Susan Wild"
"Orasure Technologies","$20550","$0","$20550","Susan Wild"
"Alphabet Inc","$17193","$0","$17193","Susan Wild"
"Pca","$3000","$0","$3000","Colin Wilhelm"
"Studio 882","$2900","$0","$2900","Colin Wilhelm"
"Killam Co","$1000","$0","$1000","Colin Wilhelm"
"Ne","$560","$0","$560","Colin Wilhelm"
"Baylor University","$500","$0","$500","Colin Wilhelm"
"Miss Maglashan Productions","$500","$0","$500","Colin Wilhelm"
"Reese Henry","$500","$0","$500","Colin Wilhelm"
"Bsaf","$350","$0","$350","Colin Wilhelm"
"Mje Strategies","$300","$0","$300","Colin Wilhelm"
"Kape Property Management","$250","$0","$250","Colin Wilhelm"
"Alphabet Inc","$4200","$0","$4200","Mckayla Wilkes"
"Hot & Cold Corp","$2920","$0","$2920","Mckayla Wilkes"
"Data Machines","$2800","$0","$2800","Mckayla Wilkes"
"Analog Devices Inc","$2700","$0","$2700","Mckayla Wilkes"
"Pop Up Pilates & Mindful Personal Trai","$2332","$0","$2332","Mckayla Wilkes"
"Msag Inc","$1800","$0","$1800","Mckayla Wilkes"
"Village Green Apothecary","$1487","$0","$1487","Mckayla Wilkes"
"Exelon Corp","$1450","$0","$1450","Mckayla Wilkes"
"GSK plc","$1395","$0","$1395","Mckayla Wilkes"
"Unitarian Universalist Assn","$1300","$0","$1300","Mckayla Wilkes"
"Moriah Fund","$2075","$0","$2075","Marsha Williams"
"Professional Driver Self","$1500","$0","$1500","Marsha Williams"
"Alex Altman Therapy LLC","$1000","$0","$1000","Marsha Williams"
"Alvarez & Assoc","$1000","$0","$1000","Marsha Williams"
"Intelligent Communication Systems","$500","$0","$500","Marsha Williams"
"United Parcel Service","$500","$0","$500","Marsha Williams"
"Kindred Hospital-Sycamore","$320","$0","$320","Marsha Williams"
"It Is Mess","$300","$0","$300","Marsha Williams"
"American Humanist Assn","$250","$250","$0","Marsha Williams"
"Encore Rehab","$250","$0","$250","Marsha Williams"
"Apollo Global Management","$23300","$0","$23300","Nikema Natassha Williams"
"Democracy Engine","$22100","$0","$22100","Nikema Natassha Williams"
"Home Depot","$20500","$10000","$10500","Nikema Natassha Williams"
"United Food & Commercial Workers Union","$10450","$10000","$450","Nikema Natassha Williams"
"Delta Air Lines","$10250","$10000","$250","Nikema Natassha Williams"
"Southern Co","$10250","$10000","$250","Nikema Natassha Williams"
"American Federation of State/Cnty/Munic Employees","$10000","$10000","$0","Nikema Natassha Williams"
"Carpenters & Joiners Union","$10000","$10000","$0","Nikema Natassha Williams"
"Congressional Black Caucus PAC","$10000","$10000","$0","Nikema Natassha Williams"
"Laborers Union","$10000","$10000","$0","Nikema Natassha Williams"
"Apollo Global Management","$18300","$0","$18300","Roger Williams"
"Rj Machine Co","$12200","$0","$12200","Roger Williams"
"Bobby Cox Companies","$11600","$0","$11600","Roger Williams"
"Boenker Group of Companies","$11600","$0","$11600","Roger Williams"
"Dimensional Fund Advisors","$11600","$0","$11600","Roger Williams"
"Fort Worth Oral Surgery","$11600","$0","$11600","Roger Williams"
"Goff Capital Partners","$11600","$0","$11600","Roger Williams"
"Hanover Co","$11600","$0","$11600","Roger Williams"
"Hunt Companies","$11600","$0","$11600","Roger Williams"
"Marcus Foundation","$11600","$0","$11600","Roger Williams"
"Carnival Corp","$16600","$5000","$11600","Frederica Wilson"
"American Israel Public Affairs Cmte","$10500","$10000","$500","Frederica Wilson"
"Cruise Lines International Assn","$10500","$10000","$500","Frederica Wilson"
"American Federation of State/Cnty/Munic Employees","$10000","$10000","$0","Frederica Wilson"
"American Federation of Teachers","$10000","$10000","$0","Frederica Wilson"
"AT&T Inc","$10000","$10000","$0","Frederica Wilson"
"Communications Workers of America","$9000","$9000","$0","Frederica Wilson"
"Laborers Union","$7500","$7500","$0","Frederica Wilson"
"Transport Workers Union","$7500","$7500","$0","Frederica Wilson"
"United Auto Workers","$7500","$7500","$0","Frederica Wilson"
"Nelson, Mullins et al","$16300","$10000","$6300","Joe Wilson"
"Southeastern Freight Lines","$11600","$0","$11600","Joe Wilson"
"Willoughby & Hoefer","$11400","$0","$11400","Joe Wilson"
"AFLAC Inc","$10000","$10000","$0","Joe Wilson"
"Amentum Services","$10000","$10000","$0","Joe Wilson"
"American Crystal Sugar","$10000","$10000","$0","Joe Wilson"
"BAE Systems","$10000","$10000","$0","Joe Wilson"
"Desert Caucus","$10000","$10000","$0","Joe Wilson"
"Eye of the Tiger PAC","$10000","$10000","$0","Joe Wilson"
"Home Depot","$10000","$10000","$0","Joe Wilson"
"Wirth for Congress","$3110","$0","$3110","Claire Wirth"
"Bmw of Louisville","$2000","$0","$2000","Claire Wirth"
"Innsuites Hospitality","$500","$0","$500","Claire Wirth"
"Innsuites Hospitality Trust","$500","$0","$500","Claire Wirth"
"Kerr-Greulich Engineers","$500","$0","$500","Claire Wirth"
"Claire Wirth for Congress","$420","$0","$420","Claire Wirth"
"Bonner Carrington LLC","$250","$0","$250","Claire Wirth"
"Ccwo","$250","$0","$250","Claire Wirth"
"Eastpoint Veterinary Clinic","$250","$0","$250","Claire Wirth"
"Starbucks Corp","$250","$0","$250","Claire Wirth"
"Nucor Corp","$23200","$0","$23200","Rob Wittman"
"Huntington Ingalls Industries","$22550","$10000","$12550","Rob Wittman"
"Veritas Capital","$22550","$17500","$5050","Rob Wittman"
"Punaro Group","$20300","$0","$20300","Rob Wittman"
"Ita International","$18600","$0","$18600","Rob Wittman"
"Annandale Millwork & Allied Systems","$17400","$0","$17400","Rob Wittman"
"Tychon LLC","$17400","$0","$17400","Rob Wittman"
"Blackstone Group","$11600","$0","$11600","Rob Wittman"
"Cyberdata Technologies","$11600","$0","$11600","Rob Wittman"
"Hypori LLC","$11600","$0","$11600","Rob Wittman"
"Walmart Inc","$27650","$7500","$20150","Steve Womack"
"American Israel Public Affairs Cmte","$21400","$7900","$13500","Steve Womack"
"Tyson Foods","$18800","$7500","$11300","Steve Womack"
"Boeing Co","$12850","$10000","$2850","Steve Womack"
"General Dynamics","$12500","$10000","$2500","Steve Womack"
"National Assn of Broadcasters","$11650","$10000","$1650","Steve Womack"
"Runway Group","$11600","$0","$11600","Steve Womack"
"Arvest Bank Group","$11550","$5000","$6550","Steve Womack"
"Simmons Foods","$11200","$0","$11200","Steve Womack"
"AT&T Inc","$10000","$10000","$0","Steve Womack"
"University of California","$9850","$0","$9850","Marisa Wood"
"Levi Strauss & Co","$7800","$0","$7800","Marisa Wood"
"Dillon Consulting Engineers","$5800","$0","$5800","Marisa Wood"
"Nirvana Technology","$5800","$0","$5800","Marisa Wood"
